Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time
81,VAFB,Iridium NEXT,"2,647 kg",LEO,,Success,,Success,17 February 2020,15:31:34
82,KSC,Intelsat 35e,362 kg,HEO,,Success,,Success,7 March 2020,23:24:23
83,KSC,SpaceX CRS-12,"3,600 kg",GTO,,"Success
",,Failure,18 March 2020,00:27
84,VAFB,Formosat-5,"6,460 kg",Polar,,Success,,No attempt,22 April 2020,17:17:08
85,KSC,Boeing X-37B,"5,384 kg",GTO,,"Success
",,Success,30 May 2020,02:13
86,VAFB,Iridium NEXT,"2,697 kg",LEO,,"Success
",,Success,4 June 2020,16:17:08
87,KSC,SES-11,"7,075 kg",GTO,,"Success
",,Success,13 June 2020,17:30:00
88,KSC,Koreasat 5A,"9,600 kg",Polar,,"Success
",,Success,30 June 2020,14:00:00
89,Cape Canaveral,SpaceX CRS-13,"5,800 kg",GTO,,"Success
",,Success,20 July 2020,02:15
90,VAFB,Iridium NEXT,"7,060 kg",GTO,,"Success
",,Success,7 August 2020,13:02
91,CCAFS,Zuma,"3,000 kg",SSO,,"Success
",,Success,18 August 2020,15:00
92,CCAFS,GovSat-1,"5,300 kg",GTO,,"Success
",,No attempt,30 August 2020,18:45
93,VAFB,Paz,"~4,000 kg",SSO,,"Success
",,Success,3 September 2020,15:43
94,CCAFS,Hispasat 30W-6,"2,500 kg",LEO,,"Success
",,Success,6 October 2020,07:44
95,VAFB,Iridium NEXT,"4,400 kg",MEO,,"Success
",,Success,18 October 2020,00:35
96,CCAFS,SpaceX CRS-14,"9,600 kg",Polar,,"Success
",,Success,24 October 2020,15:10
97,CCAFS,Transiting Exoplanet Survey Satellite,"4,850 kg",GTO,,"Success
",,"No attempt
",5 November 2020,16:00
98,KSC,Bangabandhu-1,"12,055 kg",LEO,,"Success
",,Success,16 November 2020,22:41
99,VAFB,Iridium NEXT,"2,495 kg",LEO,,"Success
",,Failure,21 November 2020,22:06
100,CCAFS,SES-12,"13,620 kg",LEO,,"Success
",,Success,25 November 2020,19:25
101,CCAFS,SpaceX CRS-15,"4,200 kg",SSO,,"Success
",,Failure,6 December 2020,15:15
102,CCAFS,Telstar 19V,"2,268 kg",LEO,,"Success
",,Success,13 December 2020,08:00
103,VAFB,Iridium NEXT,"6,500 kg",GTO,,"Success
",,Success,19 December 2020,05:00
104,CCAFS,Merah Putih,"15,600 kg",LEO,,"Success
",,Success,8 January 2021,05:52
105,CCAFS,Telstar 18V,"2,617 kg",LEO,,"Success
",,Success,20 January 2021,09:47
106,VAFB,SAOCOM 1A,"6,956 kg",GTO,,"Success
",,Success,24 January 2021,23:03
107,KSC,Es'hail 2,"15,600 kg",LEO,,"Success
",,Success,4 June 2010,03:50
108,VAFB,SSO-A,"12,050 kg",Sub-orbital,,"Success
",,Success,8 December 2010,20:10
109,CCAFS,SpaceX CRS-16,"15,600 kg",LEO,,"Success
",,Success,22 May 2012,23:03
110,CCAFS,GPS III,"15,600 kg",LEO,,"Success
",,Success,8 October 2012,14:21
111,VAFB,Iridium NEXT,"1,977 kg",LEO,,"Success
",,Success,1 March 2013,01:29
112,CCAFS,Nusantara Satu,"15,600 kg",LEO,,"Success
",,Success,29 September 2013,18:42
113,KSC,Crew Dragon Demo-1,"15,600 kg",LEO,,"Success
",,Success,3 December 2013,23:35
114,CCAFS,SpaceX CRS-17,"12,530 kg",LEO,,"Success
",,Success,6 January 2014,20:43
115,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,18 April 2014,05:21
116,VAFB,RADARSAT Constellation,"15,410 kg",LEO,,"Success
",,Success,14 July 2014,21:39
117,CCAFS,SpaceX CRS-18,"4,311 kg",MEO,,"Success
",,Success,5 August 2014,14:29
118,CCAFS,AMOS-17,"5,000–6,000 kg",GTO,,"Success
",,Success,7 September 2014,04:45
119,CCAFS,Starlink,"14,932 kg",LEO,,"Success
",,Success,21 September 2014,05:26
120,CCAFS,SpaceX CRS-19,"~15,440 kg",LEO,,"Success
",,Success,10 January 2015,17:54
121,CCAFS,JCSat-18,"3,130 kg",SSO,,"Success
",,Success,11 February 2015,14:39
1,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,2 March 2015,06:00
2,KSC,Crew Dragon in-flight abort test,"15,600 kg",LEO,,"Success
",,Success,14 April 2015,22:27
3,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,27 April 2015,11:15
4,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,28 June 2015,23:21
5,CCAFS,SpaceX CRS-20,"4,311 kg",MEO,,"Success
",,Failure,22 December 2015,21:07
6,KSC,Starlink,"~12,500 kg",LEO,,"Success
",,Success,17 January 2016,19:10
7,KSC,Starlink,"1,192 kg",LEO,,"Success
",,Success,4 March 2016,20:25
8,KSC,Crew Dragon Demo-2,"15,600 kg",LEO,,"Success
",,Success,8 April 2016,23:38
9,CCAFS,Starlink,"2,972 kg",LEO,,"Success
",,Success,6 May 2016,16:31
10,CCAFS,Starlink,"7,000 kg",GTO,,"Success
",,Success,27 May 2016,18:51
11,CCAFS,GPS III,C,LEO,,"Success
",,Success,15 June 2016,14:00
12,CCAFS,ANASIS-II,"3,500 kg",GTO,,"Success
",,Success,18 July 2016,12:37
13,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,14 August 2016,22:53:00
14,CCAFS,Starlink,"~5,000 kg",SSO,,"Success
",,Success,14 January 2017,19:34
15,CCAFS,SAOCOM 1B,"15,600 kg",LEO,,"Success
",,Success,19 February 2017,15:36
16,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,16 March 2017,01:27
17,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,30 March 2017,01:00
18,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,1 May 2017,21:25
19,CCAFS,Starlink,"15,600 kg",LEO,,,,,15 May 2017,14:17
20,CCAFS,GPS III,"15,600 kg",LEO,,,,,3 June 2017,05:33
21,KSC,Crew-1,"15,600 kg",LEO,,,,,23 June 2017,14:14
22,VAFB,Sentinel-6 Michael Freilich (Jason-CS A),"~13,000 kg",LEO,,,,,25 June 2017,20:30
23,CCAFS,Starlink,"15,600 kg",LEO,,,,,5 July 2017,22:51
24,KSC,SpaceX CRS-21,"15,600 kg",LEO,,,,,14 August 2017,20:14
25,CCSFS,SXM-7,"15,600 kg",LEO,,,,,24 August 2017,19:47
26,KSC,NROL-108,"~14,000 kg",LEO,,,,,7 September 2017,04:45
27,CCSFS,Türksat 5A,"15,600 kg",LEO,,,,,9 October 2017,09:42
28,KSC,Starlink,"3,328 kg",LEO,,,,,11 October 2017,05:50
29,CCSFS,Transporter-1,"7,000 kg",GTO,,,,,30 October 2017,11:39
30,CCSFS,Dragon Spacecraft Qualification Unit,,,,,,,15 December 2017,05:18
31,CCSFS,Dragon,,,,,,,23 December 2017,04:45
32,KSC,Dragon,,,,,,,8 January 2018,02:22
33,CCSFS,SpaceX CRS-1,,,,,,,31 January 2018,20:46
34,KSC,SpaceX CRS-2,,,,,,,22 February 2018,18:34:05
35,CCSFS,CASSIOPE,,,,,,,6 March 2018,18:16
36,CCSFS,SES-8,,,,,,,30 March 2018,13:51
37,KSC,Thaicom 6,,,,,,,2 April 2018,15:31
38,CCSFS,SpaceX CRS-3,,,,,,,18 April 2018,01:45
39,KSC,Orbcomm-OG2,,,,,,,11 May 2018,07:49
40,CCSFS,AsiaSat 8,,,,,,,22 May 2018,06:48
41,KSC,AsiaSat 6,,,,,,,4 June 2018,02:30
42,CCSFS,SpaceX CRS-4,,,,,,,29 June 2018,14:17
43,KSC,SpaceX CRS-5,,,,,,,22 July 2018,22:01
44,CCSFS,DSCOVR,,,,,,,25 July 2018,23:23
45,CCAFS,ABS-3A,,,,,,,7 August 2018,14:56
46,CCAFS,SpaceX CRS-6,,,,,,,10 September 2018,17:29
47,CCAFS,TürkmenÄlem 52°E / MonacoSAT,,,,,,,8 October 2018,00:10
48,CCAFS,SpaceX CRS-7,,,,,,,15 November 2018,02:19:21
49,CCAFS,Orbcomm-OG2,,,,,,,3 December 2018,15:30
50,VAFB,Jason-3,,,,,,,5 December 2018,14:07
51,CCAFS,SES-9,,,,,,,23 December 2018,15:05
52,CCAFS,SpaceX CRS-8,,,,,,,11 January 2019,04:50
53,Cape Canaveral,JCSAT-14,,,,,,,22 February 2019,12:16
54,Cape Canaveral,Thaicom 8,,,,,,,2 March 2019,19:30
55,Cape Canaveral,ABS-2A,,,,,,,4 May 2019,19:22
56,Cape Canaveral,SpaceX CRS-9,,,,,,,24 May 2019,01:25
57,Cape Canaveral,JCSAT-16,,,,,,,12 June 2019,09:21
58,Cape Canaveral,Iridium NEXT,,,,,,,25 July 2019,20:10:46
59,Cape Canaveral,SpaceX CRS-10,,,,,,,6 August 2019,21:30
60,Cape Canaveral,EchoStar 23,,,,,,,11 November 2019,05:12
61,Cape Canaveral,SES-10,,,,,,,5 December 2019,14:31
62,Cape Canaveral,NROL-76,,,,,,,17 December 2019,23:18
63,Cape Canaveral,Inmarsat-5 F4,,,,,,,7 January 2020,12:46:14
64,Cape Canaveral,SpaceX CRS-11,,,,,,,19 January 2020,11:29:34
65,VAFB,BulgariaSat-1,,,,,,,29 January 2020,12:25:57
66,Cape Canaveral,Iridium NEXT,,,,,,,17 February 2020,15:31:34
67,Cape Canaveral,Intelsat 35e,,,,,,,7 March 2020,23:24:23
68,Cape Canaveral,SpaceX CRS-12,,,,,,,18 March 2020,00:27
69,Cape Canaveral,Formosat-5,,,,,,,22 April 2020,17:17:08
70,Cape Canaveral,Boeing X-37B,,,,,,,30 May 2020,02:13
71,Cape Canaveral,Iridium NEXT,,,,,,,4 June 2020,16:17:08
72,Cape Canaveral,SES-11,,,,,,,13 June 2020,17:30:00
73,VAFB,Koreasat 5A,,,,,,,30 June 2020,14:00:00
74,KSC,SpaceX CRS-13,,,,,,,20 July 2020,02:15
75,KSC,Iridium NEXT,,,,,,,7 August 2020,13:02
76,KSC,Zuma,,,,,,,18 August 2020,15:00
77,KSC,GovSat-1,,,,,,,30 August 2020,06:19
78,KSC,Paz,,,,,,,3 September 2020,03:59:37
79,KSC,Hispasat 30W-6,,,,,,,6 October 2020,08:24
80,KSC,Iridium NEXT,,,,,,,18 October 2020,08:13:29
81,VAFB,SpaceX CRS-14,,,,,,,24 October 2020,10:01
82,KSC,Transiting Exoplanet Survey Satellite,,,,,,,5 November 2020,08:28
83,KSC,Bangabandhu-1,,,,,,,16 November 2020,16:34
84,VAFB,Iridium NEXT,,,,,,,21 November 2020,9:49
85,KSC,SES-12,,,,,,,25 November 2020,03:44
86,VAFB,SpaceX CRS-15,,,,,,,6 December 2020,19:01
87,KSC,Telstar 19V,,,,,,,13 December 2020,06:42
88,KSC,Iridium NEXT,,,,,,,19 December 2020,22:56
89,Cape Canaveral,Merah Putih,,,,,,,8 January 2021,18:59
90,VAFB,Telstar 18V,,,,,,,20 January 2021,17:29
91,CCAFS,SAOCOM 1A,,,,,,,24 January 2021,04:26
92,CCAFS,Es'hail 2,,,,,,,4 June 2010,18:45
93,VAFB,SSO-A,,,,,,,8 December 2010,15:43
94,CCAFS,SpaceX CRS-16,,,,,,,22 May 2012,07:44
95,VAFB,GPS III,,,,,,,8 October 2012,00:35
96,CCAFS,Iridium NEXT,,,,,,,1 March 2013,15:10
97,CCAFS,Nusantara Satu,,,,,,,29 September 2013,16:00
98,KSC,Crew Dragon Demo-1,,,,,,,3 December 2013,22:41
99,VAFB,SpaceX CRS-17,,,,,,,6 January 2014,22:06
100,CCAFS,Starlink,,,,,,,18 April 2014,19:25
101,CCAFS,RADARSAT Constellation,,,,,,,14 July 2014,15:15
102,CCAFS,SpaceX CRS-18,,,,,,,5 August 2014,08:00
103,VAFB,AMOS-17,,,,,,,7 September 2014,05:00
104,CCAFS,Starlink,,,,,,,21 September 2014,05:52
105,CCAFS,SpaceX CRS-19,,,,,,,10 January 2015,09:47
106,VAFB,JCSat-18,,,,,,,11 February 2015,23:03
1,KSC,Starlink,,,,,,,2 March 2015,03:50
2,VAFB,Crew Dragon in-flight abort test,,,,,,,14 April 2015,20:10
3,CCAFS,Starlink,,,,,,,27 April 2015,23:03
4,CCAFS,Starlink,,,,,,,28 June 2015,14:21
5,VAFB,SpaceX CRS-20,,,,,,,22 December 2015,01:29
6,CCAFS,Starlink,,,,,,,17 January 2016,18:42
7,KSC,Starlink,,,,,,,4 March 2016,23:35
8,CCAFS,Crew Dragon Demo-2,,,,,,,8 April 2016,20:43
9,CCAFS,Starlink,,,,,,,6 May 2016,05:21
10,VAFB,Starlink,,,,,,,27 May 2016,21:39
11,CCAFS,GPS III,,,,,,,15 June 2016,14:29
12,CCAFS,ANASIS-II,,,,,,,18 July 2016,04:45
13,CCAFS,Starlink,,,,,,,14 August 2016,05:26
14,CCAFS,Starlink,,,,,,,14 January 2017,17:54
15,CCAFS,SAOCOM 1B,,,,,,,19 February 2017,14:39
16,CCAFS,Starlink,,,,,,,16 March 2017,06:00
17,KSC,Starlink,,,,,,,30 March 2017,22:27
18,CCAFS,Starlink,,,,,,,1 May 2017,11:15
19,CCAFS,Starlink,,,,,,,15 May 2017,23:21
20,CCAFS,GPS III,,,,,,,3 June 2017,21:07
21,KSC,Crew-1,,,,,,,23 June 2017,19:10
22,KSC,Sentinel-6 Michael Freilich (Jason-CS A),,,,,,,25 June 2017,20:25
23,KSC,Starlink,,,,,,,5 July 2017,23:38
24,CCAFS,SpaceX CRS-21,,,,,,,14 August 2017,16:31
25,CCAFS,SXM-7,,,,,,,24 August 2017,18:51
26,CCAFS,NROL-108,,,,,,,7 September 2017,14:00
27,CCAFS,Türksat 5A,,,,,,,9 October 2017,12:37
28,KSC,Starlink,,,,,,,11 October 2017,22:53:00
29,CCAFS,Transporter-1,,,,,,,30 October 2017,19:34
30,CCAFS,Starlink,,,,,,,15 December 2017,15:36
31,KSC,Starlink,,,,,,,23 December 2017,01:27
32,KSC,Starlink,,,,,,,8 January 2018,01:00
33,KSC,Starlink,,,,,,,31 January 2018,21:25
34,CCAFS,Starlink,,,,,,,22 February 2018,14:17
35,CCAFS,Starlink,,,,,,,6 March 2018,05:33
36,KSC,Starlink,,,,,,,30 March 2018,14:14
37,VAFB,Crew-2,,,,,,,2 April 2018,20:30
38,CCAFS,Starlink,,,,,,,18 April 2018,22:51
39,KSC,Starlink,,,,,,,11 May 2018,20:14
40,CCSFS,Starlink,,,,,,,22 May 2018,19:47
41,KSC,Starlink,,,,,,,4 June 2018,04:45
42,CCSFS,Starlink,,,,,,,29 June 2018,09:42
43,KSC,SpaceX CRS-22,,,,,,,22 July 2018,05:50
44,CCSFS,SXM-8,,,,,,,25 July 2018,11:39
45,CCAFS,,,,,,,,7 August 2018,05:18
46,CCAFS,,,,,,,,10 September 2018,04:45
47,CCAFS,,,,,,,,8 October 2018,02:22
48,CCAFS,,,,,,,,15 November 2018,20:46
49,CCAFS,,,,,,,,3 December 2018,18:34:05
50,VAFB,,,,,,,,5 December 2018,18:16
51,CCAFS,,,,,,,,23 December 2018,13:51
52,CCAFS,,,,,,,,11 January 2019,15:31
53,Cape Canaveral,,,,,,,,22 February 2019,01:45
54,Cape Canaveral,,,,,,,,2 March 2019,07:49
55,Cape Canaveral,,,,,,,,4 May 2019,06:48
56,Cape Canaveral,,,,,,,,24 May 2019,02:30
57,Cape Canaveral,,,,,,,,12 June 2019,14:17
58,Cape Canaveral,,,,,,,,25 July 2019,22:01
59,Cape Canaveral,,,,,,,,6 August 2019,23:23
60,Cape Canaveral,,,,,,,,11 November 2019,14:56
61,Cape Canaveral,,,,,,,,5 December 2019,17:29
62,Cape Canaveral,,,,,,,,17 December 2019,00:10
63,Cape Canaveral,,,,,,,,7 January 2020,02:19:21
64,Cape Canaveral,,,,,,,,19 January 2020,15:30
65,VAFB,,,,,,,,29 January 2020,14:07
66,Cape Canaveral,,,,,,,,17 February 2020,15:05
67,Cape Canaveral,,,,,,,,7 March 2020,04:50
68,Cape Canaveral,,,,,,,,18 March 2020,12:16
69,Cape Canaveral,,,,,,,,22 April 2020,19:30
70,Cape Canaveral,,,,,,,,30 May 2020,19:22
71,Cape Canaveral,,,,,,,,4 June 2020,01:25
72,Cape Canaveral,,,,,,,,13 June 2020,09:21
73,VAFB,,,,,,,,30 June 2020,20:10:46
74,KSC,,,,,,,,20 July 2020,21:30
75,KSC,,,,,,,,7 August 2020,05:12
76,KSC,,,,,,,,18 August 2020,14:31
77,KSC,,,,,,,,30 August 2020,23:18
78,KSC,,,,,,,,3 September 2020,12:46:14
79,KSC,,,,,,,,6 October 2020,11:29:34
80,KSC,,,,,,,,18 October 2020,12:25:57
81,VAFB,,,,,,,,24 October 2020,15:31:34
82,KSC,,,,,,,,5 November 2020,23:24:23
83,KSC,,,,,,,,16 November 2020,00:27
84,VAFB,,,,,,,,21 November 2020,17:17:08
85,KSC,,,,,,,,25 November 2020,02:13
86,VAFB,,,,,,,,6 December 2020,16:17:08
87,KSC,,,,,,,,13 December 2020,17:30:00
88,KSC,,,,,,,,19 December 2020,14:00:00
89,Cape Canaveral,,,,,,,,8 January 2021,02:15
90,VAFB,,,,,,,,20 January 2021,13:02
91,CCAFS,,,,,,,,24 January 2021,15:00
92,CCAFS,,,,,,,,4 February 2021,06:19
93,VAFB,,,,,,,,16 February 2021,03:59:37
94,CCAFS,,,,,,,,4 March 2021,08:24
95,VAFB,,,,,,,,11 March 2021,08:13:29
96,CCAFS,,,,,,,,14 March 2021,10:01
97,CCAFS,,,,,,,,24 March 2021,08:28
98,KSC,,,,,,,,7 April 2021,16:34
99,VAFB,,,,,,,,23 April 2021,9:49
100,CCAFS,,,,,,,,29 April 2021,03:44
101,CCAFS,,,,,,,,4 May 2021,19:01
102,CCAFS,,,,,,,,9 May 2021,06:42
103,VAFB,,,,,,,,15 May 2021,22:56
104,CCAFS,,,,,,,,26 May 2021,18:59
105,CCAFS,,,,,,,,3 June 2021,17:29
106,VAFB,,,,,,,,6 June 2021,04:26
1,KSC,,,,,,,,4 June 2010,18:45
2,VAFB,,,,,,,,8 December 2010,15:43
3,CCAFS,,,,,,,,22 May 2012,07:44
4,CCAFS,,,,,,,,8 October 2012,00:35
5,VAFB,,,,,,,,1 March 2013,15:10
6,CCAFS,,,,,,,,29 September 2013,16:00
7,KSC,,,,,,,,3 December 2013,22:41
8,CCAFS,,,,,,,,6 January 2014,22:06
9,CCAFS,,,,,,,,18 April 2014,19:25
10,VAFB,,,,,,,,14 July 2014,15:15
11,CCAFS,,,,,,,,5 August 2014,08:00
12,CCAFS,,,,,,,,7 September 2014,05:00
13,CCAFS,,,,,,,,21 September 2014,05:52
14,CCAFS,,,,,,,,10 January 2015,09:47
15,CCAFS,,,,,,,,11 February 2015,23:03
16,CCAFS,,,,,,,,2 March 2015,03:50
17,KSC,,,,,,,,14 April 2015,20:10
18,CCAFS,,,,,,,,27 April 2015,23:03
19,CCAFS,,,,,,,,28 June 2015,14:21
20,CCAFS,,,,,,,,22 December 2015,01:29
21,KSC,,,,,,,,17 January 2016,18:42
22,KSC,,,,,,,,4 March 2016,23:35
23,KSC,,,,,,,,8 April 2016,20:43
24,CCAFS,,,,,,,,6 May 2016,05:21
25,CCAFS,,,,,,,,27 May 2016,21:39
26,CCAFS,,,,,,,,15 June 2016,14:29
27,CCAFS,,,,,,,,18 July 2016,04:45
28,KSC,,,,,,,,14 August 2016,05:26
29,CCAFS,,,,,,,,14 January 2017,17:54
30,CCAFS,,,,,,,,19 February 2017,14:39
31,KSC,,,,,,,,16 March 2017,06:00
32,KSC,,,,,,,,30 March 2017,22:27
33,KSC,,,,,,,,1 May 2017,11:15
34,CCAFS,,,,,,,,15 May 2017,23:21
35,CCAFS,,,,,,,,3 June 2017,21:07
36,KSC,,,,,,,,23 June 2017,19:10
37,VAFB,,,,,,,,25 June 2017,20:25
38,CCAFS,,,,,,,,5 July 2017,23:38
39,KSC,,,,,,,,14 August 2017,16:31
40,CCSFS,,,,,,,,24 August 2017,18:51
41,KSC,,,,,,,,7 September 2017,14:00
42,CCSFS,,,,,,,,9 October 2017,12:37
43,KSC,,,,,,,,11 October 2017,22:53:00
44,CCSFS,,,,,,,,30 October 2017,19:34
45,CCSFS,,,,,,,,15 December 2017,15:36
46,CCSFS,,,,,,,,23 December 2017,01:27
47,KSC,,,,,,,,8 January 2018,01:00
48,CCSFS,,,,,,,,31 January 2018,21:25
49,KSC,,,,,,,,22 February 2018,14:17
50,CCSFS,,,,,,,,6 March 2018,05:33
51,CCSFS,,,,,,,,30 March 2018,14:14
52,KSC,,,,,,,,2 April 2018,20:30
53,CCSFS,,,,,,,,18 April 2018,22:51
54,KSC,,,,,,,,11 May 2018,20:14
55,CCSFS,,,,,,,,22 May 2018,19:47
56,KSC,,,,,,,,4 June 2018,04:45
57,CCSFS,,,,,,,,29 June 2018,09:42
58,KSC,,,,,,,,22 July 2018,05:50
59,CCSFS,,,,,,,,25 July 2018,11:39
60,,,,,,,,,7 August 2018,05:18
61,,,,,,,,,10 September 2018,04:45
62,,,,,,,,,8 October 2018,02:22
63,,,,,,,,,15 November 2018,20:46
64,,,,,,,,,3 December 2018,18:34:05
65,,,,,,,,,5 December 2018,18:16
66,,,,,,,,,23 December 2018,13:51
67,,,,,,,,,11 January 2019,15:31
68,,,,,,,,,22 February 2019,01:45
69,,,,,,,,,2 March 2019,07:49
70,,,,,,,,,4 May 2019,06:48
71,,,,,,,,,24 May 2019,02:30
72,,,,,,,,,12 June 2019,14:17
73,,,,,,,,,25 July 2019,22:01
74,,,,,,,,,6 August 2019,23:23
75,,,,,,,,,11 November 2019,14:56
76,,,,,,,,,5 December 2019,17:29
77,,,,,,,,,17 December 2019,00:10
78,,,,,,,,,7 January 2020,02:19:21
79,,,,,,,,,19 January 2020,15:30
80,,,,,,,,,29 January 2020,14:07
81,,,,,,,,,17 February 2020,15:05
82,,,,,,,,,7 March 2020,04:50
83,,,,,,,,,18 March 2020,12:16
84,,,,,,,,,22 April 2020,19:30
85,,,,,,,,,30 May 2020,19:22
86,,,,,,,,,4 June 2020,01:25
87,,,,,,,,,13 June 2020,09:21
88,,,,,,,,,30 June 2020,20:10:46
89,,,,,,,,,20 July 2020,21:30
90,,,,,,,,,7 August 2020,05:12
91,,,,,,,,,18 August 2020,14:31
92,,,,,,,,,30 August 2020,23:18
93,,,,,,,,,3 September 2020,12:46:14
94,,,,,,,,,6 October 2020,11:29:34
95,,,,,,,,,18 October 2020,12:25:57
96,,,,,,,,,24 October 2020,15:31:34
97,,,,,,,,,5 November 2020,23:24:23
98,,,,,,,,,16 November 2020,00:27
99,,,,,,,,,21 November 2020,17:17:08
100,,,,,,,,,25 November 2020,02:13
101,,,,,,,,,6 December 2020,16:17:08
102,,,,,,,,,13 December 2020,17:30:00
103,,,,,,,,,19 December 2020,14:00:00
104,,,,,,,,,8 January 2021,02:15
105,,,,,,,,,20 January 2021,13:02
106,,,,,,,,,24 January 2021,15:00
107,,,,,,,,,4 February 2021,18:45
108,,,,,,,,,16 February 2021,15:43
109,,,,,,,,,4 March 2021,07:44
110,,,,,,,,,11 March 2021,00:35
111,,,,,,,,,14 March 2021,15:10
112,,,,,,,,,24 March 2021,16:00
113,,,,,,,,,7 April 2021,22:41
114,,,,,,,,,23 April 2021,22:06
115,,,,,,,,,29 April 2021,19:25
116,,,,,,,,,4 May 2021,15:15
117,,,,,,,,,9 May 2021,08:00
118,,,,,,,,,15 May 2021,05:00
119,,,,,,,,,26 May 2021,05:52
120,,,,,,,,,3 June 2021,09:47
121,,,,,,,,,6 June 2021,23:03
1,,,,,,,,,4 June 2010,03:50
2,,,,,,,,,8 December 2010,20:10
3,,,,,,,,,22 May 2012,23:03
4,,,,,,,,,8 October 2012,14:21
5,,,,,,,,,1 March 2013,01:29
6,,,,,,,,,29 September 2013,18:42
7,,,,,,,,,3 December 2013,23:35
8,,,,,,,,,6 January 2014,20:43
9,,,,,,,,,18 April 2014,05:21
10,,,,,,,,,14 July 2014,21:39
11,,,,,,,,,5 August 2014,14:29
12,,,,,,,,,7 September 2014,04:45
13,,,,,,,,,21 September 2014,05:26
14,,,,,,,,,10 January 2015,17:54
15,,,,,,,,,11 February 2015,14:39
16,,,,,,,,,2 March 2015,06:00
17,,,,,,,,,14 April 2015,22:27
18,,,,,,,,,27 April 2015,11:15
19,,,,,,,,,28 June 2015,23:21
20,,,,,,,,,22 December 2015,21:07
21,,,,,,,,,17 January 2016,19:10
22,,,,,,,,,4 March 2016,20:25
23,,,,,,,,,8 April 2016,23:38
24,,,,,,,,,6 May 2016,16:31
25,,,,,,,,,27 May 2016,18:51
26,,,,,,,,,15 June 2016,14:00
27,,,,,,,,,18 July 2016,12:37
28,,,,,,,,,14 August 2016,22:53:00
29,,,,,,,,,14 January 2017,19:34
30,,,,,,,,,19 February 2017,15:36
31,,,,,,,,,16 March 2017,01:27
32,,,,,,,,,30 March 2017,01:00
33,,,,,,,,,1 May 2017,21:25
34,,,,,,,,,15 May 2017,14:17
35,,,,,,,,,3 June 2017,05:33
36,,,,,,,,,23 June 2017,14:14
37,,,,,,,,,25 June 2017,20:30
38,,,,,,,,,5 July 2017,22:51
39,,,,,,,,,14 August 2017,20:14
40,,,,,,,,,24 August 2017,19:47
41,,,,,,,,,7 September 2017,04:45
42,,,,,,,,,9 October 2017,09:42
43,,,,,,,,,11 October 2017,05:50
44,,,,,,,,,30 October 2017,11:39
45,,,,,,,,,15 December 2017,05:18
46,,,,,,,,,23 December 2017,04:45
47,,,,,,,,,8 January 2018,02:22
48,,,,,,,,,31 January 2018,20:46
49,,,,,,,,,22 February 2018,18:34:05
50,,,,,,,,,6 March 2018,18:16
51,,,,,,,,,30 March 2018,13:51
52,,,,,,,,,2 April 2018,15:31
53,,,,,,,,,18 April 2018,01:45
54,,,,,,,,,11 May 2018,07:49
55,,,,,,,,,22 May 2018,06:48
56,,,,,,,,,4 June 2018,02:30
57,,,,,,,,,29 June 2018,14:17
58,,,,,,,,,22 July 2018,22:01
59,,,,,,,,,25 July 2018,23:23
60,,,,,,,,,7 August 2018,14:56
61,,,,,,,,,10 September 2018,17:29
62,,,,,,,,,8 October 2018,00:10
63,,,,,,,,,15 November 2018,02:19:21
64,,,,,,,,,3 December 2018,15:30
65,,,,,,,,,5 December 2018,14:07
66,,,,,,,,,23 December 2018,15:05
67,,,,,,,,,11 January 2019,04:50
68,,,,,,,,,22 February 2019,12:16
69,,,,,,,,,2 March 2019,19:30
70,,,,,,,,,4 May 2019,19:22
71,,,,,,,,,24 May 2019,01:25
72,,,,,,,,,12 June 2019,09:21
73,,,,,,,,,25 July 2019,20:10:46
74,,,,,,,,,6 August 2019,21:30
75,,,,,,,,,11 November 2019,05:12
76,,,,,,,,,5 December 2019,14:31
77,,,,,,,,,17 December 2019,23:18
78,,,,,,,,,7 January 2020,12:46:14
79,,,,,,,,,19 January 2020,11:29:34
80,,,,,,,,,29 January 2020,12:25:57
81,,,,,,,,,17 February 2020,15:31:34
82,,,,,,,,,7 March 2020,23:24:23
83,,,,,,,,,18 March 2020,00:27
84,,,,,,,,,22 April 2020,17:17:08
85,,,,,,,,,30 May 2020,02:13
86,,,,,,,,,4 June 2020,16:17:08
87,,,,,,,,,13 June 2020,17:30:00
88,,,,,,,,,30 June 2020,14:00:00
89,,,,,,,,,20 July 2020,02:15
90,,,,,,,,,7 August 2020,13:02
91,,,,,,,,,18 August 2020,15:00
92,,,,,,,,,30 August 2020,18:45
93,,,,,,,,,3 September 2020,15:43
94,,,,,,,,,6 October 2020,07:44
95,,,,,,,,,18 October 2020,00:35
96,,,,,,,,,24 October 2020,15:10
97,,,,,,,,,5 November 2020,16:00
98,,,,,,,,,16 November 2020,22:41
